"page_url","location_name","street_address","city","state","zip","country_code","store_number","phone","location_type","latitude","longitude","locator_domain","hours_of_operation","raw_address","record_id"
"https://bishops.co/locations/campbell/","CAMPBELL","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","408-819-3573","<MISSING>","37.287176","-121.9487946","bishops.co","TUES – FRI / 10–7PM, SAT & SUN / 9-6PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/oakley/","OAKLEY","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","513-978-1169","<MISSING>","39.1571611","-84.4252801","bishops.co","MON – FRI / 9-9PM, SAT / 8-8PM, SUN / 11-7PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/pleasanton/","PLEASANTON","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","925-201-3487","<MISSING>","37.669406","-121.8587814","bishops.co","MON – SUN / 10-8PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/milwaukie/","MILWAUKIE","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","503-303-4986","<MISSING>","45.4440565","-122.6439674","bishops.co","MON – THURS / 9-8PM, FRI – SUN / 10-6PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/happy-valley/","HAPPY VALLEY","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","503-878-4994","<MISSING>","45.4280638","-122.502664","bishops.co","SUN – WED / 10-7PM, THURS – SAT / 9-7PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/clifton-heights/","CLIFTON HEIGHTS","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","513-475-0500","<MISSING>","39.1284654","-84.5162626","bishops.co","MON – FRI / 9-9PM, SAT / 8-8PM, SUN / 11-7PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/cupertino/","CUPERTINO","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","(408) 454-8321","<MISSING>","37.3246295","-122.0108852","bishops.co","WED – SUN / 10-6PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/issaquah/","ISSAQUAH","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","425-677-7997","<MISSING>","47.5460589","-122.0618532","bishops.co","MON – SAT / 9-8PM, SUN / 9-7PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/4th-plain-andresen/","4th Plain & ANDRESEN","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","360-314-2607","<MISSING>","45.6437871","-122.6013278","bishops.co","MON / 10-6PM, TUE – THURS / 10-8PM, FRI & SAT / 9-8PM, SUN / 10-6PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/san-jose-downtown/","SAN JOSE DOWNTOWN","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","669-242-7116","<MISSING>","37.335121","-121.8924394","bishops.co","TUES – FRI / 10-7PM, SAT & SUN / 9-6PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/mill-plain/","EAST MILL PLAIN","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","360-718-8564","<MISSING>","45.616948","-122.5069185","bishops.co","MON & TUES / 10-6PM, WED / 10-8PM, THURS – SAT / 9-8PM, SUN / 9-6PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/chamblee/","CHAMBLEE","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","770-710-0830","<MISSING>","33.8883207","-84.3152979","bishops.co","MON TO FRI / 9AM – 8PM, SAT / 9AM – 6PM, SUN / 10AM – 6PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/billings-downtown/","BILLINGS","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","406-534-4774","<MISSING>","45.8116484","-108.5169707","bishops.co","MON – SAT / 10-7PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/evansville-east/","EVANSVILLE","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","812-401-1994","<MISSING>","37.975298","-87.4751647","bishops.co","MON – SAT / 10-8PM, SUN / 11-7PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/south-irvine/","SOUTH IRVINE","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","949-333-2934","<MISSING>","33.650717","-117.8390817","bishops.co","MON – SAT / 10-8PM, SUN / 10-6PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/bellevue-way/","BELLEVUE","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","425-679-6692","<MISSING>","47.6131412","-122.2034488","bishops.co","MON / 10-6PM, TUES – FRI / 10-8PM, SAT / 10-6PM, SUN / 11-5PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/fremont/","FREMONT","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","206-739-5931","<MISSING>","47.6513935","-122.3453023","bishops.co","MON – SUN / 10-6PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/clintonville/","CLINTONVILLE","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","614-670-5307","<MISSING>","40.0480748","-83.02048","bishops.co","MON / 10-5PM, TUES – FRI / 10-7PM, SAT / 9-6PM, SUN / 9-5PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/the-wedge/","TEMPE","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","480-878-4243","<MISSING>","33.417419","-111.925887","bishops.co","MON – THURS / 11-7PM, FRI – SUN / 10-6PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/orenco-station/","ORENCO STATION","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","503-747-7239","<MISSING>","45.5337944","-122.9191889","bishops.co","MON – SAT / 9AM-8PM, SUN / 9AM-7PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/multnomah-village/","MULTNOMAH VILLAGE","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","503-244-1731","<MISSING>","45.4683532","-122.7126574","bishops.co","MON – SUN / 9-7PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/gresham-station/","GRESHAM","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","503-907-1414","<MISSING>","45.504712","-122.438645","bishops.co","MON – SAT / 10-6PM, SUN / 11-6PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/downtown-bend/","BEND","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","541-647-2703","<MISSING>","44.059606","-121.3128275","bishops.co","MON – SUN / 11-7PM","<MISSING>","page_url:location_name:latitude:longitude"
"https://bishops.co/locations/raleigh-hills/","RALEIGH HILLS","<LATER>","<LATER>","<LATER>","<LATER>","US","<MISSING>","503-546-9086","<MISSING>","45.485796","-122.7544171","bishops.co","MON – SUN / 9-7PM","<MISSING>","page_url:location_name:latitude:longitude"
